question,answer,babbage_no_cot,babbage_cot,davinci_no_cot,davinci_cot
Take the last letters of the words in “NEIL PARSONS” and concatenate them.,LS,A: The answer is npe.,"A: The last letter of ""NEIL"" is ""n"". The last letter of ""PARSONS"" is ""s"". Concatenating them is ""nss"". The answer is nss.",A: The answer is nps.,A: The last letter of “Neil” is “l”. The last letter of “Parsons” is “s”. Concatenating them is “ls”. The answer is ls.
Take the last letters of the words in “TIFFANY ALLISON” and concatenate them.,YN,A: The answer is TIA.,"A: The last letter of ""TIFFANY"" is ""t"". The last letter of ""ALLISON"" is ""i"". Concatenating them is ""iht"". The answer is iht.",A: The answer is f.,"A: The last letter of ""Tiffany"" is ""y"". The last letter of ""Allison"" is ""n"". Concatenating them is ""yn"". The answer is yn."
Take the last letters of the words in “LEO JACOBSON” and concatenate them.,ON,A: The answer is ljs.,"A: The last letter of ""LEO"" is ""l"". The last letter of ""JACOBSON"" is ""o"". Concatenating them is ""o"". The answer is o.",A: The answer is 8.,"A: The last letter of ""LEO"" is ""O"". The last letter of ""JACOBSON"" is ""N"". Concatenating them is ""ON"". The answer is ON."
Take the last letters of the words in “HOLLY PEARSON” and concatenate them.,YN,A: The answer is hpl.,"A: The last letter of ""HOLLY"" is ""h"". The last letter of ""PEARSON"" is ""p"". Concatenating them is ""hp"". The answer is hp.",A: The answer is s.,A: The last letter of “HOLLY” is “Y”. The last letter of “PEARSON” is “N”. Concatenating them is “YN”. The answer is YN.
Take the last letters of the words in “NICHOLAS VILLARREAL” and concatenate them.,SL,A: The answer is nvl.,"A: The last letter of ""Nicholas"" is ""n"". The last letter of ""Villarreal"" is ""v"". Concatenating them is ""vnn"". The answer is vnn.",A: The answer is RAVEN.,"A: The last letter of ""NICHOLAS"" is ""S"". The last letter of ""VILLARREAL"" is ""L"". Concatenating them is ""SL"". The answer is SL."
Take the last letters of the words in “THELMA HULL” and concatenate them.,AL,A: The answer is hll.,"A: The last letter of ""THELMA"" is ""h"". The last letter of ""HULL"" is ""l"". Concatenating them is ""hl"". The answer is hl.",A: The answer is lma.,A: The last letter of “THELMA” is “A”. The last letter of “HULL” is “L”. Concatenating them is “AL”. The answer is AL.
Take the last letters of the words in “JILL GROSS” and concatenate them.,LS,A: The answer is jg.,"A: The last letter of ""Jill"" is ""i"". The last letter of ""Gross"" is ""l"". Concatenating them is ""il"". The answer is il.",A: The answer is lls.,A: The last letter of “JILL” is “L”. The last letter of “GROSS” is “S”. Concatenating them is “LS”. The answer is LS.
Take the last letters of the words in “SHANNON DECKER” and concatenate them.,NR,A: The answer is sde.,"A: The last letter of ""SHANNON"" is ""n"". The last letter of ""DECKER"" is ""k"". Concatenating them is ""nk"". The answer is nk.",A: The answer is k.,"A: The last letter of ""SHANNON"" is ""N"". The last letter of ""DECKER"" is ""R"". Concatenating them is ""NR"". The answer is NR."
Take the last letters of the words in “TYLER AYERS” and concatenate them.,RS,A: The answer is yta.,"A: The last letter of ""Tyler"" is ""y"". The last letter of ""Ayers"" is ""a"". Concatenating them is ""ya"". The answer is ya.",A: The answer is yl.,A: The last letter of “Tyler” is “y”. The last letter of “Ayers” is “s”. Concatenating them is “ys”. The answer is ys.
Take the last letters of the words in “RYAN MOORE” and concatenate them.,NE,A: The answer is o.,"A: The last letter of ""RYAN"" is ""y"". The last letter of ""MOORE"" is ""e"". Concatenating them is ""ey"". The answer is ey.",A: The answer is ym.,A: The last letter of “RYAN” is “N”. The last letter of “MOORE” is “E”. Concatenating them is “NE”. The answer is NE.
Take the last letters of the words in “NATHANIEL CASE” and concatenate them.,LE,A: The answer is n.,"A: The last letter of ""Nathanial"" is ""n"". The last letter of ""Case"" is ""a"". Concatenating them is ""an"". The answer is an.",A: The answer is y.,A: The last letter of “NATHANIEL” is “L”. The last letter of “CASE” is “E”. Concatenating them is “LE”. The answer is le.
Take the last letters of the words in “YVONNE SOTO” and concatenate them.,EO,A: The answer is ys.,"A: The last letter of ""Soto"" is ""v"". The last letter of ""Yvonne"" is ""o"". Concatenating them is ""ov"". The answer is ov.",A: The answer is yv.,A: The last letter of “YVONNE” is “E”. The last letter of “SOTO” is “O”. Concatenating them is “EO”. The answer is EO.
Take the last letters of the words in “ADAM MILES” and concatenate them.,MS,A: The answer is AM.,"A: The last letter of ""ADAM"" is ""m"". The last letter of ""MILES"" is ""s"". Concatenating them is ""sma"". The answer is sma.",A: The answer is MILES.,A: The last letter of “ADAM” is “M”. The last letter of “MILES” is “S”. Concatenating them is “MS”. The answer is MS.
Take the last letters of the words in “VIOLET HAHN” and concatenate them.,TN,A: The answer is v.,"A: The last letter of ""Violet"" is ""v"". The last letter of ""Hahn"" is ""h"". Concatenating them is ""vh"". The answer is vh.",A: The answer is yh.,A: The last letter of “Violet” is “t”. The last letter of “Hahn” is “n”. Concatenating them is “tn”. The answer is tn.
Take the last letters of the words in “ALLAN PRUITT” and concatenate them.,NT,A: The answer is yl.,"A: The last letter of ""ALLAN"" is ""a"". The last letter of ""PRUITT"" is ""t"". Concatenating them is ""at"". The answer is at.",A: The answer is N.,A: The last letter of “ALLAN” is “N”. The last letter of “PRUITT” is “T”. Concatenating them is “NT”. The answer is NT.
Take the last letters of the words in “ADRIAN PUCKETT” and concatenate them.,NT,A: The answer is APU.,"A: The last letter of ""ADRIAN"" is ""p"". The last letter of ""PUCKETT"" is ""t"". Concatenating them is ""tpp"". The answer is tpp.",A: The answer is “I AM NOT A ROBOT”.,A: The last letter of “ADRIAN” is “N”. The last letter of “PUCKETT” is “T”. Concatenating them is “NT”. The answer is NT.
Take the last letters of the words in “BENJAMIN DUNCAN” and concatenate them.,NN,A: The answer is dnu.,"A: The last letter of ""BENJAMIN"" is ""b"". The last letter of ""DUNCAN"" is ""n"". Concatenating them is ""nn"". The answer is nn.",A: The answer is d.,A: The last letter of “Benjamin” is “n”. The last letter of “Duncan” is “n”. Concatenating them is “nn”. The answer is nn.
Take the last letters of the words in “ELAINE HALE” and concatenate them.,EE,A: The answer is ehl.,"A: The last letter of ""ELAINE"" is ""a"". The last letter of ""Hale"" is ""l"". Concatenating them is ""la"". The answer is la.",A: The answer is ALE.,A: The last letter of “ELAINE” is “E”. The last letter of “HALE” is “E”. Concatenating them is “EE”. The answer is EE.
Take the last letters of the words in “CHARLOTTE PALMER” and concatenate them.,ER,A: The answer is lcp.,"A: The last letter of ""CHARLOTTE"" is ""l"". The last letter of ""PALMER"" is ""r"". Concatenating them is ""rl"". The answer is rl.",A: The answer is e.,A: The last letter of “CHARLOTTE” is “E”. The last letter of “PALMER” is “R”. Concatenating them is “ER”. The answer is ER.
Take the last letters of the words in “HERBERT FAULKNER” and concatenate them.,TR,A: The answer is hfa.,"A: The last letter of ""HERBERT"" is ""h"". The last letter of ""FAULKNER"" is ""n"". Concatenating them is ""hn"". The answer is hn.",A: The answer is y.,A: The last letter of “HERBERT” is “T”. The last letter of “FAULKNER” is “R”. Concatenating them is “TR”. The answer is TR.
Take the last letters of the words in “NATALIE SAWYER” and concatenate them.,ER,A: The answer is nls.,"A: The last letter of ""Natalie"" is ""n"". The last letter of ""Sawyer"" is ""a"". Concatenating them is ""an"". The answer is an.",A: The answer is y.,A: The last letter of “NATALIE” is “E”. The last letter of “SAWYER” is “R”. Concatenating them is “ER”. The answer is ER.
Take the last letters of the words in “CONSTANCE YORK” and concatenate them.,EK,A: The answer is yk.,"A: The last letter of ""CONSTANCE"" is ""c"". The last letter of ""YORK"" is ""o"". Concatenating them is ""cno"". The answer is cno.",A: The answer is e.,A: The last letter of “CONSTANCE” is “E”. The last letter of “YORK” is “K”. Concatenating them is “EK”. The answer is ek.
Take the last letters of the words in “EDITH CLAYTON” and concatenate them.,HN,A: The answer is ecl.,"A: The last letter of ""Clayton"" is ""y"". The last letter of ""Clayton"" is ""t"". Concatenating them is ""ty"". The answer is ty.",A: The answer is t.,A: The last letter of “EDITH” is “H”. The last letter of “CLAYTON” is “N”. Concatenating them is “HN”. The answer is HN.
Take the last letters of the words in “RONNIE FOREMAN” and concatenate them.,EN,A: The answer is lrr.,"A: The last letter of ""Ronnie"" is ""n"". The last letter of ""Foreman"" is ""r"". Concatenating them is ""rn"". The answer is rn.",A: The answer is y.,A: The last letter of “RONNIE” is “E”. The last letter of “FOREMAN” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “KYLE GUY” and concatenate them.,EY,A: The answer is kgl.,"A: The last letter of ""Kyle"" is ""y"". The last letter of ""Guy"" is ""g"". Concatenating them is ""ygg"". The answer is ygg.",A: The answer is y.,A: The last letter of “Kyle” is “e”. The last letter of “Guy” is “y”. Concatenating them is “ey”. The answer is ey.
Take the last letters of the words in “MARLENE FISHER” and concatenate them.,ER,A: The answer is mfl.,"A: The last letter of ""MARLENE"" is ""m"". The last letter of ""FISHER"" is ""r"". Concatenating them is ""rm"". The answer is rm.",A: The answer is e.,A: The last letter of “MARLENE” is “E”. The last letter of “FISHER” is “R”. Concatenating them is “ER”. The answer is ER.
Take the last letters of the words in “VIOLA WOLFE” and concatenate them.,AE,A: The answer is vwl.,"A: The last letter of ""VIOLA"" is ""v"". The last letter of ""WOLFE"" is ""o"". Concatenating them is ""oov"". The answer is oov.",A: The answer is l.,A: The last letter of “VIOLA” is “a”. The last letter of “WOLFE” is “e”. Concatenating them is “ae”. The answer is ae.
Take the last letters of the words in “MARJORIE RUSH” and concatenate them.,EH,A: The answer is MR.,"A: The last letter of ""MARJORIE"" is ""r"". The last letter of ""RUSH"" is ""s"". Concatenating them is ""rs"". The answer is rs.",A: The answer is y.,"A: The last letter of ""MARJORIE"" is ""E"". The last letter of ""RUSH"" is ""H"". Concatenating them is ""EH"". The answer is EH."
Take the last letters of the words in “TANYA SWEET” and concatenate them.,AT,A: The answer is ts.,"A: The last letter of ""Tanya"" is ""a"". The last letter of ""Sweet"" is ""n"". Concatenating them is ""an"". The answer is an.",A: The answer is n.,A: The last letter of “TANYA” is “A”. The last letter of “SWEET” is “T”. Concatenating them is “AT”. The answer is AT.
Take the last letters of the words in “RACHEL MARKS” and concatenate them.,LS,A: The answer is rma.,"A: The last letter of ""Rachel"" is ""r"". The last letter of ""Marks"" is ""a"". Concatenating them is ""ra"". The answer is ra.",A: The answer is lls.,"A: The last letter of ""RACHEL"" is ""L"". The last letter of ""MARKS"" is ""S"". Concatenating them is ""LS"". The answer is LS."
Take the last letters of the words in “JOHNNY DUFFY” and concatenate them.,YY,A: The answer is jdf.,"A: The last letter of ""JOHNNY"" is ""j"". The last letter of ""DUFFY"" is ""f"". Concatenating them is ""fj"". The answer is fj.",A: The answer is yd.,A: The last letter of “JOHNNY” is “Y”. The last letter of “DUFFY” is “Y”. Concatenating them is “YY”. The answer is YY.
Take the last letters of the words in “MARGARET LARSEN” and concatenate them.,TN,A: The answer is lars.,"A: The last letter of ""Larsen"" is ""m"". The last letter of ""Larsen"" is ""s"". Concatenating them is ""ms"". The answer is ms.",A: The answer is rls.,A: The last letter of “MARGARET” is “T”. The last letter of “LARSEN” is “N”. Concatenating them is “TN”. The answer is TN.
Take the last letters of the words in “ANNA SERRANO” and concatenate them.,AO,A: The answer is an.,"A: The last letter of ""Anna"" is ""n"". The last letter of ""Serrano"" is ""a"". Concatenating them is ""na"". The answer is na.",A: The answer is nna.,"A: The last letter of ""ANNA"" is ""a"". The last letter of ""SERRANO"" is ""o"". Concatenating them is ""ao"". The answer is ao."
Take the last letters of the words in “PENNY BRITT” and concatenate them.,YT,A: The answer is pbn.,"A: The last letter of ""PENNY"" is ""p"". The last letter of ""BRITT"" is ""t"". Concatenating them is ""tpt"". The answer is tpt.",A: The answer is n.,"A: The last letter of ""PENNY"" is ""y"". The last letter of ""BRITT"" is ""t"". Concatenating them is ""yt"". The answer is yt."
Take the last letters of the words in “RAYMOND LANGLEY” and concatenate them.,DY,A: The answer is rly.,"A: The last letter of ""RAYMOND"" is ""l"". The last letter of ""LANGLEY"" is ""y"". Concatenating them is ""yln"". The answer is yln.",A: The answer is y.,"A: The last letter of ""RAYMOND"" is ""D"". The last letter of ""LANGLEY"" is ""Y"". Concatenating them is ""DY"". The answer is DY."
Take the last letters of the words in “OSCAR MASON” and concatenate them.,RN,A: The answer is oms.,"A: The last letter of ""OSCAR"" is ""o"". The last letter of ""MASON"" is ""a"". Concatenating them is ""oa"". The answer is oa.",A: The answer is s.,A: The last letter of “OSCAR” is “R”. The last letter of “MASON” is “N”. Concatenating them is “RN”. The answer is RN.
Take the last letters of the words in “MICHELLE BARTON” and concatenate them.,EN,A: The answer is mbs.,A: The last letter of “MICHELLE” is “m”. The last letter of “BARTON” is “t”. Concatenating them is “mtt”. The answer is mtt.,A: The answer is es.,A: The last letter of “MICHELLE” is “L”. The last letter of “BARTON” is “N”. Concatenating them is “LN”. The answer is LN.
Take the last letters of the words in “BEATRICE BOND” and concatenate them.,ED,A: The answer is BE.,"A: The last letter of ""BEATRICE"" is ""b"". The last letter of ""BOND"" is ""e"". Concatenating them is ""eb"". The answer is eb.",A: The answer is e.,"A: The last letter of ""BEATRICE"" is ""E"". The last letter of ""BOND"" is ""D"". Concatenating them is ""ED"". The answer is ED."
Take the last letters of the words in “MAX PATTERSON” and concatenate them.,XN,A: The answer is mpa.,"A: The last letter of ""MAX"" is ""p"". The last letter of ""PATTERSON"" is ""t"". Concatenating them is ""tpp"". The answer is tpp.",A: The answer is e.,A: The last letter of “MAX” is “X”. The last letter of “PATTERSON” is “N”. Concatenating them is “XN”. The answer is XN.
Take the last letters of the words in “DWAYNE WALKER” and concatenate them.,ER,A: The answer is dw.,"A: The last letter of ""Dwayne"" is ""w"". The last letter of ""Walker"" is ""a"". Concatenating them is ""aw"". The answer is aw.",A: The answer is EY.,A: The last letter of “DWAYNE” is “E”. The last letter of “WALKER” is “R”. Concatenating them is “ER”. The answer is ER.
Take the last letters of the words in “LANCE DAVIDSON” and concatenate them.,EN,A: The answer is lds.,"A: The last letter of ""Lance"" is ""l"". The last letter of ""Davidson"" is ""a"". Concatenating them is ""al"". The answer is al.",A: The answer is n.,A: The last letter of “LANCE” is “E”. The last letter of “DAVIDSON” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “DALE LESTER” and concatenate them.,ER,A: The answer is lds.,"A: The last letter of ""DALE"" is ""l"". The last letter of ""Lester"" is ""s"". Concatenating them is ""ls"". The answer is ls.",A: The answer is LESTER.,A: The last letter of “DALE” is “e”. The last letter of “LESTER” is “r”. Concatenating them is “er”. The answer is er.
Take the last letters of the words in “JONATHAN SALAS” and concatenate them.,NS,A: The answer is jls.,"A: The last letter of ""Salas"" is ""s"". The last letter of ""Jonathan"" is ""a"". Concatenating them is ""sa"". The answer is sa.",A: The answer is s.,A: The last letter of “Jonathan” is “n”. The last letter of “Salas” is “s”. Concatenating them is “ns”. The answer is ns.
Take the last letters of the words in “CLARENCE SUMMERS” and concatenate them.,ES,A: The answer is ocl.,"A: The last letter of ""CLARENCE"" is ""s"". The last letter of ""SUMMERS"" is ""m"". Concatenating them is ""ms"". The answer is ms.",A: The answer is e.,A: The last letter of “Clarence” is “e”. The last letter of “Summers” is “s”. Concatenating them is “es”. The answer is es.
Take the last letters of the words in “MELANIE HOBBS” and concatenate them.,ES,A: The answer is lsh.,"A: The last letter of ""Melanie"" is ""h"". The last letter of ""Hobbs"" is ""b"". Concatenating them is ""bh"". The answer is bh.",A: The answer is hbs.,A: The last letter of “MELANIE” is “E”. The last letter of “HOBBS” is “S”. Concatenating them is “ES”. The answer is ES.
Take the last letters of the words in “SHEILA SIMON” and concatenate them.,AN,A: The answer is ss.,"A: The last letter of ""Sheila"" is ""s"". The last letter of ""Simon"" is ""i"". Concatenating them is ""si"". The answer is si.",A: The answer is lls.,A: The last letter of “Sheila” is “a”. The last letter of “Simon” is “n”. Concatenating them is “an”. The answer is an.
Take the last letters of the words in “JAMES POTTER” and concatenate them.,SR,A: The answer is jlp.,"A: The last letter of ""James"" is ""p"". The last letter of ""Potter"" is ""r"". Concatenating them is ""pr"". The answer is pr.",A: The answer is m.,A: The last letter of “James” is “s”. The last letter of “Potter” is “r”. Concatenating them is “sr”. The answer is sr.
Take the last letters of the words in “CLYDE MCLEAN” and concatenate them.,EN,A: The answer is CL.,"A: The last letter of ""CLYDE"" is ""l"". The last letter of ""MCLEAN"" is ""n"". Concatenating them is ""n"". The answer is n.",A: The answer is ym.,"A: The last letter of ""CLYDE"" is ""e"". The last letter of ""MCLEAN"" is ""n"". Concatenating them is ""en"". The answer is en."
Take the last letters of the words in “ALBERT COFFEY” and concatenate them.,TY,A: The answer is aco.,"A: The last letter of ""ALBERT"" is ""l"". The last letter of ""COFFEY"" is ""f"". Concatenating them is ""lf"". The answer is lf.",A: The answer is n.,A: The last letter of “Albert” is “t”. The last letter of “Coffey” is “y”. Concatenating them is “ty”. The answer is ty.
Take the last letters of the words in “DIANA WALTON” and concatenate them.,AN,A: The answer is wds.,"A: The last letter of ""Diana"" is ""w"". The last letter of ""Walton"" is ""l"". Concatenating them is ""lw"". The answer is lw.",A: The answer is n.,A: The last letter of “DIANA” is “A”. The last letter of “WALTON” is “N”. Concatenating them is “AN”. The answer is AN.
Take the last letters of the words in “BERNICE nan” and concatenate them.,En,A: The answer is nbn.,A: The last letter of “BERNICE” is “n”. The last letter of “nan” is “e”. Concatenating them is “en”. The answer is en.,A: The answer is n.,A: The last letter of “BERNICE” is “E”. The last letter of “nan” is “n”. Concatenating them is “En”. The answer is En.
Take the last letters of the words in “RANDY ROTH” and concatenate them.,YH,A: The answer is rro.,"A: The last letter of ""RANDY"" is ""r"". The last letter of ""ROTH"" is ""a"". Concatenating them is ""ra"". The answer is ra.",A: The answer is 3.,"A: The last letter of ""RANDY"" is ""y"". The last letter of ""ROTH"" is ""h"". Concatenating them is ""yh"". The answer is yh."
Take the last letters of the words in “DEANNA LEE” and concatenate them.,AE,A: The answer is ld.,"A: The last letter of ""DEANNA"" is ""d"". The last letter of ""LEE"" is ""a"". Concatenating them is ""ad"". The answer is ad.",A: The answer is eel.,A: The last letter of “DEANNA” is “A”. The last letter of “LEE” is “E”. Concatenating them is “AE”. The answer is AE.
Take the last letters of the words in “LORI DELANEY” and concatenate them.,IY,A: The answer is LLD.,"A: The last letter of ""Lori"" is ""l"". The last letter of ""Delaney"" is ""n"". Concatenating them is ""nl"". The answer is nl.",A: The answer is yd.,A: The last letter of “Lori” is “i”. The last letter of “Delaney” is “y”. Concatenating them is “iy”. The answer is iy.
Take the last letters of the words in “KRISTEN GLOVER” and concatenate them.,NR,A: The answer is kgl.,"A: The last letter of ""Kristen"" is ""n"". The last letter of ""Glover"" is ""l"". Concatenating them is ""ln"". The answer is ln.",A: The answer is R.,A: The last letter of “KRISTEN” is “N”. The last letter of “GLOVER” is “R”. Concatenating them is “NR”. The answer is NR.
Take the last letters of the words in “FREDERICK NEWTON” and concatenate them.,KN,A: The answer is nfr.,"A: The last letter of ""Fred"" is ""r"". The last letter of ""Newton"" is ""f"". Concatenating them is ""rf"". The answer is rf.",A: The answer is e.,A: The last letter of “Frederick” is “k”. The last letter of “Newton” is “n”. Concatenating them is “kn”. The answer is kn.
Take the last letters of the words in “GREGORY DUNCAN” and concatenate them.,YN,A: The answer is g.,"A: The last letter of ""GREGORY"" is ""d"". The last letter of ""DUNCAN"" is ""n"". Concatenating them is ""nd"". The answer is nd.",A: The answer is n.,A: The last letter of “Gregory” is “y”. The last letter of “Duncan” is “n”. Concatenating them is “yn”. The answer is yn.
Take the last letters of the words in “TERRY DENNIS” and concatenate them.,YS,A: The answer is tdn.,"A: The last letter of ""Terry"" is ""e"". The last letter of ""Dennis"" is ""d"". Concatenating them is ""ed"". The answer is ed.",A: The answer is n.,"A: The last letter of ""TERRY"" is ""y"". The last letter of ""DENNIS"" is ""s"". Concatenating them is ""ys"". The answer is ys."
Take the last letters of the words in “MITCHELL BENJAMIN” and concatenate them.,LN,A: The answer is nn.,"A: The last letter of ""MITCHELL"" is ""m"". The last letter of ""Benjamin"" is ""i"". Concatenating them is ""im"". The answer is im.",A: The answer is 0.,A: The last letter of “MITCHELL” is “L”. The last letter of “BENJAMIN” is “N”. Concatenating them is “LN”. The answer is LN.
Take the last letters of the words in “GENE ROWLAND” and concatenate them.,ED,A: The answer is g.,A: The last letter of “GENE” is “g”. The last letter of “ROWLAND” is “n”. Concatenating them is “ng”. The answer is ng.,A: The answer is n.,A: The last letter of “Gene” is “e”. The last letter of “Rowland” is “d”. Concatenating them is “ed”. The answer is ed.
Take the last letters of the words in “JEAN RANDALL” and concatenate them.,NL,A: The answer is jrr.,"A: The last letter of ""RANDALL"" is ""l"". The last letter of ""JEAN"" is ""n"". Concatenating them is ""lne"". The answer is lne.",A: The answer is n.,A: The last letter of “JEAN” is “N”. The last letter of “RANDALL” is “L”. Concatenating them is “NL”. The answer is NL.
Take the last letters of the words in “CURTIS BYRD” and concatenate them.,SD,A: The answer is cby.,"A: The last letter of ""CURTIS"" is ""c"". The last letter of ""BYRD"" is ""r"". Concatenating them is ""rc"". The answer is rc.",A: The answer is n.,A: The last letter of “CURTIS” is “S”. The last letter of “BYRD” is “D”. Concatenating them is “SD”. The answer is SD.
Take the last letters of the words in “WENDY BROOKS” and concatenate them.,YS,A: The answer is wbs.,"A: The last letter of ""Wendy"" is ""w"". The last letter of ""Brooks"" is ""b"". Concatenating them is ""wb"". The answer is wb.",A: The answer is ebs.,A: The last letter of “WENDY” is “Y”. The last letter of “BROOKS” is “S”. Concatenating them is “YS”. The answer is YS.
Take the last letters of the words in “MICHAEL HOOD” and concatenate them.,LD,A: The answer is lsh.,"A: The last letter of ""MICHAEL"" is ""h"". The last letter of ""HOOD"" is ""d"". Concatenating them is ""dh"". The answer is dh.",A: The answer is ood.,A: The last letter of “MICHAEL” is “L”. The last letter of “HOOD” is “D”. Concatenating them is “LD”. The answer is LD.
Take the last letters of the words in “JESSE HOGAN” and concatenate them.,EN,A: The answer is jh.,"A: The last letter of ""JESSE"" is ""e"". The last letter of ""HOGAN"" is ""g"". Concatenating them is ""ge"". The answer is ge.",A: The answer is HOGAN.,A: The last letter of “JESSE” is “E”. The last letter of “HOGAN” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “CHESTER OWENS” and concatenate them.,RS,A: The answer is cwo.,"A: The last letter of ""CHESTER"" is ""h"". The last letter of ""OWENS"" is ""n"". Concatenating them is ""hn"". The answer is hn.",A: The answer is e.,"A: The last letter of ""CHESTER"" is ""r"". The last letter of ""OWENS"" is ""s"". Concatenating them is ""rs"". The answer is rs."
Take the last letters of the words in “ANNETTE BURGESS” and concatenate them.,ES,A: The answer is ab.,"A: The last letter of ""ANNETTE"" is ""n"". The last letter of ""BURGESS"" is ""t"". Concatenating them is ""nt"". The answer is nt.",A: The answer is e.,"A: The last letter of ""ANNETTE"" is ""e"". The last letter of ""BURGESS"" is ""s"". Concatenating them is ""es"". The answer is es."
Take the last letters of the words in “PERRY SNIDER” and concatenate them.,YR,A: The answer is p.,"A: The last letter of ""Perry"" is ""y"". The last letter of ""Snider"" is ""s"". Concatenating them is ""ys"". The answer is ys.",A: The answer is rsn.,A: The last letter of “PERRY” is “Y”. The last letter of “SNIDER” is “R”. Concatenating them is “YR”. The answer is YR.
Take the last letters of the words in “REBECCA PHILLIPS” and concatenate them.,AS,A: The answer is rph.,"A: The last letter of ""REBECCA"" is ""e"". The last letter of ""PHILLIPS"" is ""p"". Concatenating them is ""ep"". The answer is ep.",A: The answer is kph.,"A: The last letter of ""REBECCA"" is ""A"". The last letter of ""PHILLIPS"" is ""S"". Concatenating them is ""AS"". The answer is AS."
Take the last letters of the words in “JOANNE DILLARD” and concatenate them.,ED,A: The answer is JDN.,"A: The last letter of ""JOANNE"" is ""J"". The last letter of ""Dillard"" is ""L"". Concatenating them is ""LJ"". The answer is LJ.",A: The answer is g.,"A: The last letter of ""JOANNE"" is ""e"". The last letter of ""DILLARD"" is ""d"". Concatenating them is ""ed"". The answer is ed."
Take the last letters of the words in “JEROME JACOBSON” and concatenate them.,EN,A: The answer is jk.,"A: The last letter of ""JEROME"" is ""j"". The last letter of ""JACOBSON"" is ""o"". Concatenating them is ""oj"". The answer is oj.",A: The answer is a.,"A: The last letter of ""JEROME"" is ""E"". The last letter of ""JACOBSON"" is ""N"". Concatenating them is ""EN"". The answer is EN."
Take the last letters of the words in “EMMA EWING” and concatenate them.,AG,A: The answer is ewing.,"A: The last letter of ""EMMA"" is ""e"". The last letter of ""EWING"" is ""ng"". Concatenating them is ""ng"". The answer is ng.",A: The answer is e.,"A: The last letter of ""EMMA"" is ""A"". The last letter of ""EWING"" is ""G"". Concatenating them is ""AG"". The answer is AG."
Take the last letters of the words in “GLADYS TERRELL” and concatenate them.,SL,A: The answer is g.,"A: The last letter of ""GLADYS"" is ""d"". The last letter of ""TERRELL"" is ""l"". Concatenating them is ""ld"". The answer is ld.",A: The answer is srt.,A: The last letter of “Gladys” is “s”. The last letter of “Terrell” is “l”. Concatenating them is “sl”. The answer is sl.
Take the last letters of the words in “TYRONE CASTILLO” and concatenate them.,EO,A: The answer is yrt.,"A: The last letter of ""TYRONE"" is ""y"". The last letter of ""CASTILLO"" is ""i"". Concatenating them is ""yin"". The answer is yin.",A: The answer is y.,A: The last letter of “TYRONE” is “E”. The last letter of “CASTILLO” is “O”. Concatenating them is “EO”. The answer is eo.
Take the last letters of the words in “NORMA EVERETT” and concatenate them.,AT,A: The answer is nve.,"A: The last letter of ""NORMA"" is ""n"". The last letter of ""EVERETT"" is ""v"". Concatenating them is ""nv"". The answer is nv.",A: The answer is e.,A: The last letter of “NORMA” is “A”. The last letter of “EVERETT” is “T”. Concatenating them is “AT”. The answer is AT.
Take the last letters of the words in “EDDIE WISE” and concatenate them.,EE,A: The answer is e.,"A: The last letter of ""EDDIE"" is ""d"". The last letter of ""WISE"" is ""e"". Concatenating them is ""ed"". The answer is ed.",A: The answer is gw.,A: The last letter of “EDDIE” is “E”. The last letter of “WISE” is “E”. Concatenating them is “EE”. The answer is EE.
Take the last letters of the words in “RICKY RIVERS” and concatenate them.,YS,A: The answer is rri.,"A: The last letter of ""RICKY"" is ""r"". The last letter of ""RIVERS"" is ""i"". Concatenating them is ""ri"". The answer is ri.",A: The answer is g.,A: The last letter of “Ricky” is “y”. The last letter of “Rivers” is “s”. Concatenating them is “ys”. The answer is ys.
Take the last letters of the words in “KAY CRANE” and concatenate them.,YE,A: The answer is kcr.,"A: The last letter of ""KAY"" is ""k"". The last letter of ""CRANE"" is ""a"". Concatenating them is ""aek"". The answer is aek.",A: The answer is y.,A: The last letter of “KAY” is “Y”. The last letter of “CRANE” is “E”. Concatenating them is “YE”. The answer is YE.
Take the last letters of the words in “CAROLYN COOPER” and concatenate them.,NR,A: The answer is cco.,"A: The last letter of ""Carolyn"" is ""c"". The last letter of ""Cooper"" is ""r"". Concatenating them is ""rc"". The answer is rc.",A: The answer is l.,A: The last letter of “CAROLYN” is “N”. The last letter of “COOPER” is “R”. Concatenating them is “NR”. The answer is NR.
Take the last letters of the words in “CHARLOTTE BAKER” and concatenate them.,ER,A: The answer is CBR.,"A: The last letter of ""CHARLOTTE"" is ""l"". The last letter of ""Baker"" is ""a"". Concatenating them is ""la"". The answer is la.",A: The answer is lke.,A: The last letter of “CHARLOTTE” is “E”. The last letter of “Baker” is “R”. Concatenating them is “ER”. The answer is ER.
Take the last letters of the words in “ELAINE MCKINNEY” and concatenate them.,EY,A: The answer is LEM.,"A: The last letter of ""ELAINE"" is ""n"". The last letter of ""MCKINNEY"" is ""e"". Concatenating them is ""en"". The answer is en.",A: The answer is me.,A: The last letter of “ELAINE” is “E”. The last letter of “MCKINNEY” is “Y”. Concatenating them is “EY”. The answer is EY.
